driver_id,ticket_number,ticket_date,ticket_type,resolution_status,response_time_hours,will_churn,is_noise_churn,ticket_type_missing,resolution_missing,response_time_missing,is_outlier_driver,ticket_type_encoded,resolution_encoded,ticket_risk_score,ticket_month,ticket_dayofweek,ticket_quarter,is_q4
19828,1,2023-07-07,app_issue,unresolved,8.4,0,0,0,1,0,0,4,2,1,7,4,3,0
19828,2,2023-07-08,defective_trip,unresolved,31.3,0,0,0,1,0,0,1,2,3,7,5,3,0
19829,1,2023-03-17,payment_delay,unresolved,8.4,1,0,0,1,0,1,3,2,1,3,4,1,0
19829,2,2023-03-20,demand_issue,unresolved,4.0,1,0,0,1,0,1,2,2,2,3,0,1,0
19829,3,2023-04-01,demand_issue,resolved,6.0,1,0,0,0,0,1,2,0,2,4,5,2,0
19829,4,2023-04-05,defective_trip,unresolved,2.8,1,0,0,1,0,1,1,2,3,4,2,2,0
19829,5,2023-04-08,fare_dispute,unresolved,33.9,1,0,0,1,0,1,0,2,3,4,5,2,0
19829,6,2023-04-12,app_issue,resolved,1.0,1,0,0,0,0,1,4,0,1,4,2,2,0
19829,7,2023-04-16,defective_trip,unresolved,53.7,1,0,0,1,0,1,1,2,3,4,6,2,0
19829,8,2023-04-22,fare_dispute,unresolved,47.7,1,0,0,1,0,1,0,2,3,4,5,2,0
19829,9,2023-04-27,fare_dispute,resolved,6.8,1,0,0,0,0,1,0,0,3,4,3,2,0
19830,1,2023-08-19,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,8,5,3,0
19831,1,2023-04-09,payment_delay,resolved,7.1,1,0,0,0,0,0,3,0,1,4,6,2,0
19831,2,2023-04-10,defective_trip,unresolved,51.8,1,0,0,1,0,0,1,2,3,4,0,2,0
19831,3,2023-04-21,demand_issue,partial,17.5,1,0,0,0,0,0,2,1,2,4,4,2,0
19831,4,2023-04-22,app_issue,unresolved,41.5,1,0,0,1,0,0,4,2,1,4,5,2,0
19831,5,2023-04-26,fare_dispute,unresolved,59.9,1,0,0,1,0,0,0,2,3,4,2,2,0
19832,1,2023-07-13,app_issue,resolved,4.4,0,0,0,0,0,0,4,0,1,7,3,3,0
19833,1,2023-10-29,defective_trip,resolved,12.3,0,0,0,0,0,0,1,0,3,10,6,4,1
19834,1,2023-08-16,defective_trip,resolved,6.0,1,0,0,0,0,0,1,0,3,8,2,3,0
19834,2,2023-08-25,defective_trip,resolved,6.1,1,0,0,0,0,0,1,0,3,8,4,3,0
19834,3,2023-08-28,fare_dispute,unresolved,46.3,1,0,0,1,0,0,0,2,3,8,0,3,0
19834,4,2023-08-30,app_issue,unresolved,57.0,1,0,0,1,0,0,4,2,1,8,2,3,0
19834,5,2023-09-02,fare_dispute,unresolved,47.8,1,0,0,1,0,0,0,2,3,9,5,3,0
19835,1,2023-02-01,app_issue,resolved,7.1,0,0,0,0,0,0,4,0,1,2,2,1,0
19836,1,2023-03-08,defective_trip,unresolved,32.5,1,0,0,1,0,0,1,2,3,3,2,1,0
19836,2,2023-03-25,defective_trip,unresolved,41.5,1,0,0,1,0,0,1,2,3,3,5,1,0
19836,3,2023-04-08,demand_issue,partial,31.9,1,0,0,0,0,0,2,1,2,4,5,2,0
19836,4,2023-04-09,fare_dispute,resolved,1.7,1,0,0,0,0,0,0,0,3,4,6,2,0
19836,5,2023-04-11,demand_issue,resolved,1.3,1,0,0,0,0,0,2,0,2,4,1,2,0
19836,6,2023-04-13,payment_delay,unresolved,62.8,1,0,0,1,0,0,3,2,1,4,3,2,0
19837,1,2023-05-19,fare_dispute,unresolved,51.9,0,0,0,1,0,0,0,2,3,5,4,2,0
19838,1,2023-02-28,payment_delay,resolved,4.3,0,0,0,0,0,0,3,0,1,2,1,1,0
19838,2,2023-03-10,payment_delay,unresolved,41.5,0,0,0,1,0,0,3,2,1,3,4,1,0
19838,3,2023-03-29,app_issue,resolved,2.0,0,0,0,0,0,0,4,0,1,3,2,1,0
19838,4,2023-04-10,unknown,unresolved,56.6,0,0,1,1,0,0,5,2,2,4,0,2,0
19839,1,2023-04-05,unknown,partial,15.1,0,0,1,0,0,0,5,1,2,4,2,2,0
19839,2,2023-04-24,demand_issue,partial,23.3,0,0,0,0,0,0,2,1,2,4,0,2,0
19840,1,2023-04-05,demand_issue,unresolved,41.5,0,0,0,1,0,0,2,2,2,4,2,2,0
19841,1,2023-04-24,app_issue,partial,23.9,1,0,0,0,0,0,4,1,1,4,0,2,0
19841,2,2023-05-11,fare_dispute,partial,30.6,1,0,0,0,0,0,0,1,3,5,3,2,0
19841,3,2023-05-22,fare_dispute,unresolved,3.8,1,0,0,1,0,0,0,2,3,5,0,2,0
19842,1,2023-05-29,demand_issue,unresolved,59.9,0,0,0,1,0,0,2,2,2,5,0,2,0
19842,2,2023-06-05,defective_trip,resolved,7.0,0,0,0,0,0,0,1,0,3,6,0,2,0
19842,3,2023-06-11,payment_delay,resolved,10.0,0,0,0,0,0,0,3,0,1,6,6,2,0
19843,1,2023-07-11,demand_issue,resolved,6.9,0,0,0,0,0,0,2,0,2,7,1,3,0
19843,2,2023-07-16,demand_issue,resolved,8.0,0,0,0,0,0,0,2,0,2,7,6,3,0
19843,3,2023-07-25,app_issue,resolved,2.3,0,0,0,0,0,0,4,0,1,7,1,3,0
19844,1,2023-02-12,demand_issue,unresolved,62.3,0,0,0,1,0,0,2,2,2,2,6,1,0
19844,2,2023-02-24,defective_trip,resolved,4.4,0,0,0,0,0,0,1,0,3,2,4,1,0
19844,3,2023-02-25,app_issue,resolved,5.4,0,0,0,0,0,0,4,0,1,2,5,1,0
19845,1,2023-02-24,fare_dispute,resolved,7.5,0,0,0,0,0,0,0,0,3,2,4,1,0
19846,1,2023-08-02,demand_issue,unresolved,62.2,1,0,0,1,0,1,2,2,2,8,2,3,0
19846,2,2023-08-05,fare_dispute,unresolved,41.5,1,0,0,1,0,1,0,2,3,8,5,3,0
19846,3,2023-08-13,defective_trip,unresolved,47.5,1,0,0,1,0,1,1,2,3,8,6,3,0
19846,4,2023-08-16,defective_trip,unresolved,52.5,1,0,0,1,0,1,1,2,3,8,2,3,0
19846,5,2023-08-19,fare_dispute,unresolved,51.2,1,0,0,1,0,1,0,2,3,8,5,3,0
19846,6,2023-08-21,demand_issue,partial,23.9,1,0,0,0,0,1,2,1,2,8,0,3,0
19846,7,2023-08-26,fare_dispute,unresolved,49.6,1,0,0,1,0,1,0,2,3,8,5,3,0
19846,8,2023-08-28,demand_issue,partial,20.3,1,0,0,0,0,1,2,1,2,8,0,3,0
19846,9,2023-08-31,payment_delay,unresolved,50.9,1,0,0,1,0,1,3,2,1,8,3,3,0
19846,10,2023-09-03,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,9,6,3,0
19846,11,2023-09-05,fare_dispute,unresolved,40.9,1,0,0,1,0,1,0,2,3,9,1,3,0
19846,12,2023-09-07,fare_dispute,unresolved,51.9,1,0,0,1,0,1,0,2,3,9,3,3,0
19846,13,2023-09-09,fare_dispute,unresolved,43.2,1,0,0,1,0,1,0,2,3,9,5,3,0
19846,14,2023-09-17,fare_dispute,unresolved,31.5,1,0,0,1,0,1,0,2,3,9,6,3,0
19846,15,2023-09-22,fare_dispute,unresolved,31.8,1,0,0,1,0,1,0,2,3,9,4,3,0
19846,16,2023-09-25,fare_dispute,unresolved,44.5,1,0,0,1,0,1,0,2,3,9,0,3,0
19846,17,2023-09-27,demand_issue,unresolved,6.0,1,0,0,1,0,1,2,2,2,9,2,3,0
19846,18,2023-09-28,defective_trip,unresolved,66.5,1,0,0,1,0,1,1,2,3,9,3,3,0
19846,19,2023-09-30,app_issue,unresolved,3.5,1,0,0,1,0,1,4,2,1,9,5,3,0
19846,20,2023-10-04,app_issue,unresolved,29.3,1,0,0,1,0,1,4,2,1,10,2,4,1
19846,21,2023-10-06,defective_trip,unresolved,3.6,1,0,0,1,0,1,1,2,3,10,4,4,1
19846,22,2023-10-09,payment_delay,unresolved,45.4,1,0,0,1,0,1,3,2,1,10,0,4,1
19846,23,2023-10-10,demand_issue,unresolved,56.8,1,0,0,1,0,1,2,2,2,10,1,4,1
19847,1,2023-09-03,unknown,partial,35.0,0,0,1,0,0,0,5,1,2,9,6,3,0
19848,1,2023-09-01,payment_delay,resolved,5.8,0,0,0,0,0,0,3,0,1,9,4,3,0
19848,2,2023-09-10,demand_issue,partial,27.9,0,0,0,0,0,0,2,1,2,9,6,3,0
19849,1,2023-07-08,unknown,unresolved,53.7,1,0,1,1,0,1,5,2,2,7,5,3,0
19849,2,2023-07-19,defective_trip,unresolved,59.7,1,0,0,1,0,1,1,2,3,7,2,3,0
19849,3,2023-07-21,payment_delay,unresolved,65.2,1,0,0,1,0,1,3,2,1,7,4,3,0
19849,4,2023-07-25,fare_dispute,unresolved,32.0,1,0,0,1,0,1,0,2,3,7,1,3,0
19849,5,2023-07-26,fare_dispute,unresolved,40.5,1,0,0,1,0,1,0,2,3,7,2,3,0
19849,6,2023-07-28,fare_dispute,unresolved,33.7,1,0,0,1,0,1,0,2,3,7,4,3,0
19849,7,2023-07-30,app_issue,resolved,9.2,1,0,0,0,0,1,4,0,1,7,6,3,0
19849,8,2023-08-01,fare_dispute,unresolved,32.1,1,0,0,1,0,1,0,2,3,8,1,3,0
19849,9,2023-08-05,fare_dispute,resolved,11.8,1,0,0,0,0,1,0,0,3,8,5,3,0
19849,10,2023-08-09,defective_trip,unresolved,45.8,1,0,0,1,0,1,1,2,3,8,2,3,0
19849,11,2023-08-12,defective_trip,unresolved,35.3,1,0,0,1,0,1,1,2,3,8,5,3,0
19849,12,2023-08-13,fare_dispute,unresolved,41.5,1,0,0,1,0,1,0,2,3,8,6,3,0
19849,13,2023-08-18,defective_trip,resolved,1.0,1,0,0,0,0,1,1,0,3,8,4,3,0
19849,14,2023-08-23,fare_dispute,unresolved,60.3,1,0,0,1,0,1,0,2,3,8,2,3,0
19849,15,2023-08-24,unknown,resolved,5.6,1,0,1,0,0,1,5,0,2,8,3,3,0
19849,16,2023-08-28,fare_dispute,unresolved,50.8,1,0,0,1,0,1,0,2,3,8,0,3,0
19849,17,2023-08-29,payment_delay,partial,34.6,1,0,0,0,0,1,3,1,1,8,1,3,0
19849,18,2023-08-30,defective_trip,unresolved,37.0,1,0,0,1,0,1,1,2,3,8,2,3,0
19849,19,2023-09-02,demand_issue,unresolved,54.7,1,0,0,1,0,1,2,2,2,9,5,3,0
19849,20,2023-09-04,unknown,resolved,4.7,1,0,1,0,0,1,5,0,2,9,0,3,0
19849,21,2023-09-09,payment_delay,unresolved,34.3,1,0,0,1,0,1,3,2,1,9,5,3,0
19849,22,2023-09-16,unknown,unresolved,68.0,1,0,1,1,0,1,5,2,2,9,5,3,0
19849,23,2023-09-17,fare_dispute,partial,15.2,1,0,0,0,0,1,0,1,3,9,6,3,0
19849,24,2023-09-21,defective_trip,unresolved,44.9,1,0,0,1,0,1,1,2,3,9,3,3,0
19849,25,2023-09-22,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,9,4,3,0
19849,26,2023-09-23,fare_dispute,unresolved,50.6,1,0,0,1,0,1,0,2,3,9,5,3,0
19849,27,2023-09-25,unknown,unresolved,29.2,1,0,1,1,0,1,5,2,2,9,0,3,0
19849,28,2023-09-26,payment_delay,unresolved,54.8,1,0,0,1,0,1,3,2,1,9,1,3,0
19849,29,2023-09-30,payment_delay,unresolved,50.5,1,0,0,1,0,1,3,2,1,9,5,3,0
19849,30,2023-10-05,fare_dispute,unresolved,63.3,1,0,0,1,0,1,0,2,3,10,3,4,1
19849,31,2023-10-08,demand_issue,resolved,1.3,1,0,0,0,0,1,2,0,2,10,6,4,1
19849,32,2023-10-09,app_issue,resolved,7.2,1,0,0,0,0,1,4,0,1,10,0,4,1
19849,33,2023-10-11,defective_trip,unresolved,46.1,1,0,0,1,0,1,1,2,3,10,2,4,1
19849,34,2023-10-14,fare_dispute,unresolved,53.0,1,0,0,1,0,1,0,2,3,10,5,4,1
19849,35,2023-10-16,demand_issue,resolved,1.0,1,0,0,0,0,1,2,0,2,10,0,4,1
19849,36,2023-10-19,defective_trip,unresolved,51.1,1,0,0,1,0,1,1,2,3,10,3,4,1
19849,37,2023-10-20,fare_dispute,unresolved,47.5,1,0,0,1,0,1,0,2,3,10,4,4,1
19849,38,2023-10-22,app_issue,unresolved,56.7,1,0,0,1,0,1,4,2,1,10,6,4,1
19850,1,2023-07-01,payment_delay,partial,16.7,0,0,0,0,0,0,3,1,1,7,5,3,0
19850,2,2023-07-06,defective_trip,resolved,9.1,0,0,0,0,0,0,1,0,3,7,3,3,0
19851,1,2023-06-26,app_issue,resolved,7.6,0,0,0,0,0,0,4,0,1,6,0,2,0
19851,2,2023-07-09,app_issue,resolved,3.2,0,0,0,0,0,0,4,0,1,7,6,3,0
19851,3,2023-07-22,demand_issue,resolved,6.0,0,0,0,0,0,0,2,0,2,7,5,3,0
19852,1,2023-04-16,payment_delay,resolved,7.9,0,0,0,0,0,0,3,0,1,4,6,2,0
19853,1,2023-04-09,unknown,resolved,1.5,0,0,1,0,0,0,5,0,2,4,6,2,0
19854,1,2023-08-05,defective_trip,resolved,8.7,0,0,0,0,0,0,1,0,3,8,5,3,0
19854,2,2023-08-16,app_issue,resolved,12.5,0,0,0,0,0,0,4,0,1,8,2,3,0
19855,1,2023-07-19,demand_issue,resolved,6.4,0,0,0,0,0,0,2,0,2,7,2,3,0
19856,1,2023-03-31,demand_issue,resolved,6.0,0,0,0,0,0,0,2,0,2,3,4,1,0
19857,1,2023-06-19,demand_issue,partial,21.6,1,0,0,0,0,0,2,1,2,6,0,2,0
19857,2,2023-06-23,defective_trip,unresolved,44.1,1,0,0,1,0,0,1,2,3,6,4,2,0
19857,3,2023-06-27,fare_dispute,unresolved,58.1,1,0,0,1,0,0,0,2,3,6,1,2,0
19857,4,2023-06-30,defective_trip,unresolved,14.9,1,0,0,1,0,0,1,2,3,6,4,2,0
19857,5,2023-07-01,payment_delay,resolved,3.1,1,0,0,0,0,0,3,0,1,7,5,3,0
19857,6,2023-07-04,fare_dispute,unresolved,60.2,1,0,0,1,0,0,0,2,3,7,1,3,0
19858,1,2023-09-04,unknown,partial,27.3,0,0,1,0,0,0,5,1,2,9,0,3,0
19859,1,2023-01-28,unknown,resolved,10.2,0,0,1,0,0,0,5,0,2,1,5,1,0
19860,1,2023-10-27,app_issue,partial,32.8,0,0,0,0,0,0,4,1,1,10,4,4,1
19861,1,2023-03-26,fare_dispute,resolved,7.2,0,0,0,0,0,0,0,0,3,3,6,1,0
19862,1,2023-04-09,fare_dispute,resolved,2.6,0,0,0,0,0,0,0,0,3,4,6,2,0
19862,2,2023-04-16,demand_issue,partial,24.7,0,0,0,0,0,0,2,1,2,4,6,2,0
19862,3,2023-04-30,fare_dispute,resolved,5.0,0,0,0,0,0,0,0,0,3,4,6,2,0
19863,1,2023-07-05,payment_delay,resolved,9.8,0,0,0,0,0,0,3,0,1,7,2,3,0
19863,2,2023-07-16,payment_delay,resolved,6.9,0,0,0,0,0,0,3,0,1,7,6,3,0
19864,1,2023-07-25,defective_trip,resolved,3.6,0,0,0,0,0,0,1,0,3,7,1,3,0
19865,1,2023-10-11,demand_issue,resolved,8.7,0,0,0,0,0,0,2,0,2,10,2,4,1
19866,1,2023-01-15,app_issue,partial,12.7,0,0,0,0,0,0,4,1,1,1,6,1,0
19866,2,2023-02-03,demand_issue,resolved,7.8,0,0,0,0,0,0,2,0,2,2,4,1,0
19867,1,2023-03-28,payment_delay,resolved,3.2,1,1,0,0,0,1,3,0,1,3,1,1,0
19867,2,2023-03-29,app_issue,unresolved,61.5,1,1,0,1,0,1,4,2,1,3,2,1,0
19867,3,2023-04-08,fare_dispute,resolved,7.5,1,1,0,0,0,1,0,0,3,4,5,2,0
19867,4,2023-04-12,unknown,unresolved,12.5,1,1,1,1,0,1,5,2,2,4,2,2,0
19867,5,2023-04-15,app_issue,resolved,1.0,1,1,0,0,0,1,4,0,1,4,5,2,0
19867,6,2023-04-17,unknown,resolved,5.4,1,1,1,0,0,1,5,0,2,4,0,2,0
19867,7,2023-04-18,payment_delay,resolved,3.4,1,1,0,0,0,1,3,0,1,4,1,2,0
19868,1,2023-05-22,unknown,resolved,4.6,0,0,1,0,0,0,5,0,2,5,0,2,0
19868,2,2023-06-06,fare_dispute,unresolved,4.5,0,0,0,1,0,0,0,2,3,6,1,2,0
19868,3,2023-06-09,app_issue,resolved,7.0,0,0,0,0,0,0,4,0,1,6,4,2,0
19868,4,2023-06-21,app_issue,resolved,1.1,0,0,0,0,0,0,4,0,1,6,2,2,0
19868,5,2023-07-08,defective_trip,resolved,1.7,0,0,0,0,0,0,1,0,3,7,5,3,0
19869,1,2023-02-25,app_issue,resolved,7.2,0,0,0,0,0,0,4,0,1,2,5,1,0
19870,1,2023-03-13,defective_trip,resolved,6.5,0,0,0,0,0,0,1,0,3,3,0,1,0
19871,1,2023-06-18,payment_delay,resolved,6.0,1,1,0,0,0,0,3,0,1,6,6,2,0
19872,1,2023-07-11,unknown,partial,23.9,0,0,1,0,0,0,5,1,2,7,1,3,0
19873,1,2023-02-28,defective_trip,resolved,2.8,0,0,0,0,0,0,1,0,3,2,1,1,0
19874,1,2023-07-11,fare_dispute,partial,27.6,0,0,0,0,0,0,0,1,3,7,1,3,0
19875,1,2023-11-07,defective_trip,partial,27.5,0,0,0,0,0,0,1,1,3,11,1,4,1
19876,1,2023-06-10,defective_trip,unresolved,46.0,1,0,0,1,0,0,1,2,3,6,5,2,0
19876,2,2023-06-14,demand_issue,resolved,2.9,1,0,0,0,0,0,2,0,2,6,2,2,0
19876,3,2023-07-06,fare_dispute,unresolved,49.7,1,0,0,1,0,0,0,2,3,7,3,3,0
19877,1,2023-09-30,defective_trip,resolved,15.4,0,0,0,0,0,0,1,0,3,9,5,3,0
19878,1,2023-04-14,unknown,resolved,2.4,0,0,1,0,0,0,5,0,2,4,4,2,0
19879,1,2023-07-16,payment_delay,partial,17.0,0,0,0,0,0,0,3,1,1,7,6,3,0
19880,1,2023-08-21,payment_delay,resolved,4.6,1,1,0,0,0,0,3,0,1,8,0,3,0
19880,2,2023-09-03,unknown,resolved,6.9,1,1,1,0,0,0,5,0,2,9,6,3,0
19881,1,2023-07-15,defective_trip,unresolved,2.6,0,0,0,1,0,0,1,2,3,7,5,3,0
19882,1,2023-10-27,payment_delay,resolved,9.2,0,0,0,0,0,0,3,0,1,10,4,4,1
19883,1,2023-10-19,payment_delay,resolved,6.0,0,0,0,0,0,0,3,0,1,10,3,4,1
19883,2,2023-10-20,fare_dispute,unresolved,48.7,0,0,0,1,0,0,0,2,3,10,4,4,1
19883,3,2023-10-23,demand_issue,resolved,4.7,0,0,0,0,0,0,2,0,2,10,0,4,1
19884,1,2023-01-30,payment_delay,resolved,6.1,0,0,0,0,0,0,3,0,1,1,0,1,0
19885,1,2023-04-12,demand_issue,partial,39.4,0,0,0,0,0,0,2,1,2,4,2,2,0
19885,2,2023-04-21,payment_delay,resolved,12.5,0,0,0,0,0,0,3,0,1,4,4,2,0
19885,3,2023-05-04,app_issue,unresolved,41.5,0,0,0,1,0,0,4,2,1,5,3,2,0
19885,4,2023-05-15,demand_issue,resolved,8.7,0,0,0,0,0,0,2,0,2,5,0,2,0
19885,5,2023-05-16,unknown,resolved,1.8,0,0,1,0,0,0,5,0,2,5,1,2,0
19885,6,2023-05-20,app_issue,unresolved,3.1,0,0,0,1,0,0,4,2,1,5,5,2,0
19886,1,2023-04-14,app_issue,resolved,6.5,1,0,0,0,0,0,4,0,1,4,4,2,0
19886,2,2023-04-20,payment_delay,resolved,6.0,1,0,0,0,0,0,3,0,1,4,3,2,0
19886,3,2023-05-07,unknown,unresolved,52.4,1,0,1,1,0,0,5,2,2,5,6,2,0
19886,4,2023-05-11,fare_dispute,resolved,10.3,1,0,0,0,0,0,0,0,3,5,3,2,0
19887,1,2023-03-03,app_issue,resolved,4.8,0,0,0,0,0,0,4,0,1,3,4,1,0
19888,1,2023-02-28,demand_issue,unresolved,66.2,0,0,0,1,0,0,2,2,2,2,1,1,0
19889,1,2023-09-07,demand_issue,partial,35.1,1,0,0,0,0,0,2,1,2,9,3,3,0
19889,2,2023-09-11,demand_issue,unresolved,58.1,1,0,0,1,0,0,2,2,2,9,0,3,0
19889,3,2023-09-12,demand_issue,partial,19.4,1,0,0,0,0,0,2,1,2,9,1,3,0
19890,1,2023-06-18,payment_delay,unresolved,50.8,1,0,0,1,0,0,3,2,1,6,6,2,0
19890,2,2023-06-24,payment_delay,partial,25.6,1,0,0,0,0,0,3,1,1,6,5,2,0
19890,3,2023-07-06,demand_issue,resolved,2.5,1,0,0,0,0,0,2,0,2,7,3,3,0
19890,4,2023-07-07,app_issue,unresolved,30.5,1,0,0,1,0,0,4,2,1,7,4,3,0
19890,5,2023-07-09,demand_issue,unresolved,55.7,1,0,0,1,0,0,2,2,2,7,6,3,0
19891,1,2023-03-21,demand_issue,unresolved,67.0,1,0,0,1,0,0,2,2,2,3,1,1,0
19891,2,2023-04-03,defective_trip,unresolved,53.0,1,0,0,1,0,0,1,2,3,4,0,2,0
19892,1,2023-07-29,payment_delay,resolved,5.3,0,0,0,0,0,0,3,0,1,7,5,3,0
19893,1,2023-03-03,defective_trip,unresolved,4.2,1,0,0,1,0,1,1,2,3,3,4,1,0
19893,2,2023-03-11,payment_delay,unresolved,49.9,1,0,0,1,0,1,3,2,1,3,5,1,0
19893,3,2023-03-22,demand_issue,unresolved,36.4,1,0,0,1,0,1,2,2,2,3,2,1,0
19893,4,2023-03-24,demand_issue,resolved,2.9,1,0,0,0,0,1,2,0,2,3,4,1,0
19893,5,2023-03-27,demand_issue,partial,14.9,1,0,0,0,0,1,2,1,2,3,0,1,0
19893,6,2023-03-30,defective_trip,unresolved,48.7,1,0,0,1,0,1,1,2,3,3,3,1,0
19893,7,2023-03-31,defective_trip,unresolved,41.5,1,0,0,1,0,1,1,2,3,3,4,1,0
19893,8,2023-04-01,demand_issue,unresolved,59.5,1,0,0,1,0,1,2,2,2,4,5,2,0
19893,9,2023-04-06,fare_dispute,unresolved,30.5,1,0,0,1,0,1,0,2,3,4,3,2,0
19893,10,2023-04-07,fare_dispute,resolved,12.5,1,0,0,0,0,1,0,0,3,4,4,2,0
19893,11,2023-04-11,defective_trip,unresolved,10.0,1,0,0,1,0,1,1,2,3,4,1,2,0
19893,12,2023-04-13,fare_dispute,unresolved,47.7,1,0,0,1,0,1,0,2,3,4,3,2,0
19893,13,2023-04-15,fare_dispute,resolved,5.2,1,0,0,0,0,1,0,0,3,4,5,2,0
19894,1,2023-01-12,app_issue,partial,19.8,0,0,0,0,0,0,4,1,1,1,3,1,0
19895,1,2023-10-16,defective_trip,resolved,8.1,0,0,0,0,0,0,1,0,3,10,0,4,1
19896,1,2023-05-04,demand_issue,resolved,6.0,0,0,0,0,0,0,2,0,2,5,3,2,0
19897,1,2023-10-23,fare_dispute,resolved,7.3,0,0,0,0,0,0,0,0,3,10,0,4,1
19897,2,2023-11-09,demand_issue,partial,27.9,0,0,0,0,0,0,2,1,2,11,3,4,1
19897,3,2023-11-22,demand_issue,resolved,9.7,0,0,0,0,0,0,2,0,2,11,2,4,1
19898,1,2023-01-27,app_issue,resolved,3.3,0,0,0,0,0,0,4,0,1,1,4,1,0
19899,1,2023-06-27,app_issue,partial,21.9,0,0,0,0,0,0,4,1,1,6,1,2,0
19900,1,2023-02-11,demand_issue,resolved,1.5,0,0,0,0,0,0,2,0,2,2,5,1,0
19901,1,2023-10-22,payment_delay,unresolved,41.5,0,0,0,1,0,0,3,2,1,10,6,4,1
19902,1,2023-10-06,demand_issue,unresolved,64.3,1,0,0,1,0,0,2,2,2,10,4,4,1
19902,2,2023-10-12,defective_trip,resolved,6.0,1,0,0,0,0,0,1,0,3,10,3,4,1
19902,3,2023-10-19,fare_dispute,partial,12.9,1,0,0,0,0,0,0,1,3,10,3,4,1
19902,4,2023-10-24,defective_trip,resolved,6.7,1,0,0,0,0,0,1,0,3,10,1,4,1
19902,5,2023-10-25,demand_issue,unresolved,9.3,1,0,0,1,0,0,2,2,2,10,2,4,1
19903,1,2023-05-18,demand_issue,resolved,1.0,1,1,0,0,0,0,2,0,2,5,3,2,0
19904,1,2023-01-23,app_issue,unresolved,41.5,0,0,0,1,0,0,4,2,1,1,0,1,0
19905,1,2023-05-04,fare_dispute,partial,22.9,0,0,0,0,0,0,0,1,3,5,3,2,0
19906,1,2023-09-16,defective_trip,resolved,6.0,0,0,0,0,0,0,1,0,3,9,5,3,0
19907,1,2023-08-21,defective_trip,resolved,1.7,1,0,0,0,0,1,1,0,3,8,0,3,0
19907,2,2023-08-30,unknown,resolved,7.2,1,0,1,0,0,1,5,0,2,8,2,3,0
19907,3,2023-09-11,fare_dispute,resolved,3.6,1,0,0,0,0,1,0,0,3,9,0,3,0
19907,4,2023-09-12,defective_trip,partial,15.6,1,0,0,0,0,1,1,1,3,9,1,3,0
19907,5,2023-09-13,fare_dispute,unresolved,52.9,1,0,0,1,0,1,0,2,3,9,2,3,0
19907,6,2023-09-17,defective_trip,resolved,10.4,1,0,0,0,0,1,1,0,3,9,6,3,0
19907,7,2023-09-19,defective_trip,unresolved,4.0,1,0,0,1,0,1,1,2,3,9,1,3,0
19907,8,2023-09-22,defective_trip,unresolved,34.9,1,0,0,1,0,1,1,2,3,9,4,3,0
19907,9,2023-09-23,fare_dispute,unresolved,6.9,1,0,0,1,0,1,0,2,3,9,5,3,0
19907,10,2023-09-26,fare_dispute,unresolved,41.5,1,0,0,1,0,1,0,2,3,9,1,3,0
19908,1,2023-06-05,payment_delay,partial,25.2,0,0,0,0,0,0,3,1,1,6,0,2,0
19909,1,2023-01-20,unknown,resolved,6.4,0,0,1,0,0,1,5,0,2,1,4,1,0
19909,2,2023-01-26,payment_delay,resolved,6.4,0,0,0,0,0,1,3,0,1,1,3,1,0
19909,3,2023-02-03,payment_delay,resolved,4.3,0,0,0,0,0,1,3,0,1,2,4,1,0
19909,4,2023-02-14,app_issue,resolved,5.3,0,0,0,0,0,1,4,0,1,2,1,1,0
19909,5,2023-02-22,defective_trip,resolved,10.4,0,0,0,0,0,1,1,0,3,2,2,1,0
19909,6,2023-03-07,app_issue,resolved,5.6,0,0,0,0,0,1,4,0,1,3,1,1,0
19909,7,2023-03-19,fare_dispute,partial,16.2,0,0,0,0,0,1,0,1,3,3,6,1,0
19910,1,2023-01-31,fare_dispute,resolved,7.3,0,0,0,0,0,0,0,0,3,1,1,1,0
19910,2,2023-02-15,demand_issue,resolved,3.8,0,0,0,0,0,0,2,0,2,2,2,1,0
19910,3,2023-02-18,defective_trip,partial,28.2,0,0,0,0,0,0,1,1,3,2,5,1,0
19911,1,2023-03-13,demand_issue,resolved,4.2,0,0,0,0,0,0,2,0,2,3,0,1,0
19912,1,2023-10-16,demand_issue,partial,9.1,0,0,0,0,0,0,2,1,2,10,0,4,1
19913,1,2023-08-16,demand_issue,unresolved,41.4,1,0,0,1,0,0,2,2,2,8,2,3,0
19913,2,2023-08-23,fare_dispute,unresolved,48.0,1,0,0,1,0,0,0,2,3,8,2,3,0
19913,3,2023-09-01,defective_trip,partial,23.9,1,0,0,0,0,0,1,1,3,9,4,3,0
19913,4,2023-09-02,demand_issue,unresolved,43.2,1,0,0,1,0,0,2,2,2,9,5,3,0
19914,1,2023-03-02,app_issue,resolved,7.8,0,0,0,0,0,0,4,0,1,3,3,1,0
19915,1,2023-01-16,defective_trip,resolved,6.4,1,0,0,0,0,0,1,0,3,1,0,1,0
19915,2,2023-01-25,payment_delay,unresolved,48.1,1,0,0,1,0,0,3,2,1,1,2,1,0
19915,3,2023-01-31,payment_delay,unresolved,35.3,1,0,0,1,0,0,3,2,1,1,1,1,0
