driver_id,total_tickets,fare_disputes,defective_trips,demand_issues,payment_delays,app_issues,unknown_tickets,high_risk_tickets,unresolved_count,resolved_count,partial_count,unresolved_rate,resolved_rate,repeat_issues,has_repeat_issues,is_outlier_driver,last_ticket_resolved,last_ticket_unresolved,last_ticket_risk,last_response_time,second_last_resolved,second_last_unresolved,second_last_risk,consecutive_unresolved_end,weighted_unresolved,weighted_high_risk,weighted_risk_score,weighted_response_time,journey_length_days,days_since_last_ticket,avg_gap_days,min_gap_days,max_gap_days,gap_std,escalation_rate,tickets_per_week,avg_response_time,max_response_time,response_time_trend,last_ticket_month,last_ticket_quarter,is_q4_churn,q4_ticket_rate,unresolved_high_risk,volume_x_unresolved,response_x_unresolved,will_churn,is_noise_churn
24409,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.0,1,0,0,0,0.0,0.0,1.0,6.0,1,522,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,10,4,1,1.0,0,0.0,0.0,0,0
24410,1,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0,0,0,0,1,1,8.0,1,0,0,1,1.0,0.0,1.0,8.0,1,735,0.0,0,0,0.0,0,1.0,8.0,8.0,0.0,3,1,0,0.0,0,1.0,8.0,0,0
24411,9,5,1,1,1,1,0,6,8,1,0,0.8888888888888888,0.1111111111111111,4,1,1,0,1,3,41.5,0,1,3,4,2.85,2.5500000000000003,2.704918032786885,38.932786885245896,23,660,2.75,1,10,2.8613807855648994,1,2.739130434782609,31.855555555555554,53.7,35.6,5,2,0,0.0,48,8.0,28.316049382716045,1,0
24412,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.1,1,0,0,0,0.0,0.0,1.0,6.1,1,713,0.0,0,0,0.0,0,1.0,6.1,6.1,0.0,4,2,0,0.0,0,0.0,0.0,0,0
24413,2,0,0,0,1,1,0,0,1,1,0,0.5,0.5,0,0,0,1,0,1,7.6,0,1,1,0,0.7,0.0,1.0,8.217647058823529,11,673,10.0,10,10,0.0,0,1.2727272727272727,8.35,9.1,-1.5,5,2,0,0.0,0,1.0,4.175,0,0
24414,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,22.6,1,0,0,0,0.0,0.0,1.0,22.6,1,603,0.0,0,0,0.0,0,1.0,22.6,22.6,0.0,7,3,0,0.0,0,0.0,0.0,0,0
24415,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,5.0,1,0,0,0,0.0,0.0,1.0,5.0,1,692,0.0,0,0,0.0,0,1.0,5.0,5.0,0.0,4,2,0,0.0,0,0.0,0.0,0,0
24416,7,2,2,2,1,0,0,4,4,2,1,0.5714285714285714,0.2857142857142857,3,1,1,0,1,3,50.0,1,0,3,1,1.8,2.3000000000000003,2.7586206896551717,32.07586206896551,18,613,2.8333333333333335,1,5,1.4624940645653537,0,2.722222222222222,24.142857142857142,50.0,46.4,7,3,0,0.0,16,4.0,13.795918367346937,1,0
24417,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,1.7,1,0,0,0,0.0,0.0,2.0,1.7,1,575,0.0,0,0,0.0,0,1.0,1.7,1.7,0.0,8,3,0,0.0,0,0.0,0.0,0,0
24418,8,1,5,1,1,0,0,6,6,1,1,0.75,0.125,4,1,1,0,1,3,12.8,0,1,3,3,2.6000000000000005,2.6000000000000005,2.7666666666666657,22.25999999999999,30,522,4.142857142857143,1,14,4.15515416349971,11,1.8666666666666667,26.325,47.8,-35.0,10,4,1,0.75,36,6.0,19.74375,1,0
24419,5,0,1,2,0,0,2,1,0,3,2,0.0,0.6,2,1,0,1,0,2,2.6,1,0,3,0,0.0,0.7,2.259259259259259,14.059259259259257,41,506,10.0,6,15,3.6742346141747673,6,0.853658536585366,16.22,47.0,-5.700000000000001,10,4,1,0.6,0,0.0,0.0,0,0
24420,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,37.3,1,0,0,0,0.0,0.0,1.0,37.3,1,640,0.0,0,0,0.0,0,1.0,37.3,37.3,0.0,6,2,0,0.0,0,0.0,0.0,0,0
24421,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,24.4,1,0,0,0,0.0,0.0,2.0,24.4,1,656,0.0,0,0,0.0,0,1.0,24.4,24.4,0.0,5,2,0,0.0,0,0.0,0.0,0,0
24422,3,1,1,0,0,1,0,2,1,2,0,0.3333333333333333,0.6666666666666666,0,0,0,1,0,3,8.7,1,0,1,0,0.5,1.5,2.3636363636363633,15.9,26,584,12.5,8,17,4.5,9,0.8076923076923077,19.366666666666664,41.5,-32.8,8,3,0,0.0,2,1.0,6.455555555555554,0,0
24423,2,0,0,1,0,1,0,0,0,1,1,0.0,0.5,0,0,0,0,0,1,27.3,1,0,2,0,0.0,0.0,1.411764705882353,18.405882352941177,13,628,12.0,12,12,0.0,0,1.0769230769230769,16.5,27.3,21.6,6,2,0,0.0,0,0.0,0.0,0,0
24424,1,0,0,0,0,0,1,0,1,0,0,1.0,0.0,0,0,0,0,1,2,41.7,1,0,0,1,1.0,0.0,2.0,41.7,1,709,0.0,0,0,0.0,0,1.0,41.7,41.7,0.0,4,2,0,0.0,0,1.0,41.7,0,0
24425,4,0,2,0,1,1,0,2,0,4,0,0.0,1.0,1,1,0,1,0,3,8.6,1,0,3,0,0.0,1.7,2.36,6.767999999999999,26,687,8.333333333333334,5,12,2.8674417556808756,4,1.0769230769230769,5.65,9.0,6.199999999999999,4,2,0,0.0,0,0.0,0.0,0,0
24426,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,18.5,1,0,0,0,0.0,0.0,1.0,18.5,1,691,0.0,0,0,0.0,0,1.0,18.5,18.5,0.0,4,2,0,0.0,0,0.0,0.0,0,0
24427,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,30.9,1,0,0,0,0.0,0.0,2.0,30.9,1,609,0.0,0,0,0.0,0,1.0,30.9,30.9,0.0,7,3,0,0.0,0,0.0,0.0,0,0
24428,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,9.0,1,0,0,0,0.0,0.0,1.0,9.0,1,702,0.0,0,0,0.0,0,1.0,9.0,9.0,0.0,4,2,0,0.0,0,0.0,0.0,0,0
24429,5,0,1,2,1,0,1,1,5,0,0,1.0,0.0,1,1,0,0,1,3,59.8,0,1,2,5,2.7,1.0,2.2962962962962963,46.04814814814814,41,737,10.0,1,18,8.031189202104505,17,0.853658536585366,38.56,59.8,51.9,3,1,0,0.0,5,5.0,38.56,1,0
24430,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,20.2,1,0,0,0,0.0,0.0,1.0,20.2,1,607,0.0,0,0,0.0,0,1.0,20.2,20.2,0.0,7,3,0,0.0,0,0.0,0.0,0,0
24431,4,2,0,1,0,0,1,2,2,1,1,0.5,0.25,1,1,0,0,1,3,41.5,1,0,2,1,1.5,1.3,2.5200000000000005,27.971999999999998,13,653,4.0,1,9,3.559026084010437,-1,2.1538461538461537,26.15,41.5,19.4,6,2,0,0.0,4,2.0,13.075,1,0
24432,2,0,0,0,1,1,0,0,1,0,1,0.5,0.0,0,0,0,0,0,1,42.0,0,1,1,0,0.7,0.0,1.0,28.7,7,752,6.0,6,6,0.0,0,2.0,25.85,42.0,32.3,2,1,0,0.0,0,1.0,12.925,0,0
24433,1,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,14.0,1,0,0,0,0.0,1.0,3.0,14.0,1,665,0.0,0,0,0.0,0,1.0,14.0,14.0,0.0,5,2,0,0.0,0,0.0,0.0,0,0
24434,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,6.0,1,0,0,0,0.0,1.0,3.0,6.0,1,722,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,3,1,0,0.0,0,0.0,0.0,0,0
24435,4,0,2,0,0,2,0,2,1,1,2,0.25,0.25,2,1,0,0,1,3,11.2,1,0,1,1,1.0,1.3,2.04,13.075999999999999,25,524,8.0,5,13,3.559026084010437,1,1.1199999999999999,16.225,28.3,-17.1,10,4,1,0.5,2,1.0,4.05625,1,1
24436,4,0,3,0,0,0,1,3,3,0,1,0.75,0.0,2,1,0,0,1,2,42.9,0,1,3,3,2.2,1.5,2.6,32.70399999999999,15,532,4.666666666666667,1,9,3.299831645537222,8,1.8666666666666667,28.174999999999997,42.9,21.2,10,4,1,0.5,9,3.0,21.131249999999998,1,0
24437,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,9.1,1,0,0,0,0.0,0.0,2.0,9.1,1,527,0.0,0,0,0.0,0,1.0,9.1,9.1,0.0,10,4,1,1.0,0,0.0,0.0,0,0
24438,3,0,2,0,1,0,0,2,1,1,1,0.3333333333333333,0.3333333333333333,1,1,0,0,1,3,9.9,1,0,3,1,1.0,1.7,2.545454545454545,13.33181818181818,32,538,15.5,7,24,8.5,17,0.65625,15.6,32.0,-22.1,9,3,0,0.0,2,1.0,5.199999999999999,0,0
24439,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,7.0,1,0,0,0,0.0,0.0,1.0,7.0,1,741,0.0,0,0,0.0,0,1.0,7.0,7.0,0.0,3,1,0,0.0,0,0.0,0.0,0,0
24440,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.3,1,0,0,0,0.0,0.0,1.0,6.3,1,722,0.0,0,0,0.0,0,1.0,6.3,6.3,0.0,3,1,0,0.0,0,0.0,0.0,0,0
24441,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,1.0,1,0,0,0,0.0,0.0,2.0,1.0,1,794,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,1,1,0,0.0,0,0.0,0.0,0,0
24442,1,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0,0,0,0,1,1,5.2,1,0,0,1,1.0,0.0,1.0,5.2,1,645,0.0,0,0,0.0,0,1.0,5.2,5.2,0.0,6,2,0,0.0,0,1.0,5.2,0,0
24443,3,1,1,0,1,0,0,2,0,3,0,0.0,1.0,0,0,0,1,0,1,2.8,1,0,3,0,0.0,1.2,2.0909090909090904,2.454545454545454,23,526,11.0,5,17,6.0,-12,0.9130434782608696,2.2666666666666666,3.0,1.7999999999999998,10,4,1,0.3333333333333333,0,0.0,0.0,0,0
24444,4,1,3,0,0,0,0,4,1,3,0,0.25,0.75,2,1,0,0,1,3,3.8,1,0,3,1,1.0,2.5,3.0,3.784,22,599,7.0,2,13,4.546060565661952,11,1.2727272727272727,3.95,6.0,-2.2,7,3,0,0.0,4,1.0,0.9875,1,0
24445,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,2.4,1,0,0,0,0.0,0.0,1.0,2.4,1,740,0.0,0,0,0.0,0,1.0,2.4,2.4,0.0,3,1,0,0.0,0,0.0,0.0,0,0
24446,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,1,2,41.5,1,0,0,1,1.0,0.0,2.0,41.5,1,605,0.0,0,0,0.0,0,1.0,41.5,41.5,0.0,7,3,0,0.0,0,1.0,41.5,1,1
24447,2,1,0,0,1,0,0,1,1,1,0,0.5,0.5,0,0,0,1,0,1,5.8,0,1,3,0,0.7,0.7,1.8235294117647056,6.829411764705882,16,707,15.0,15,15,0.0,0,0.875,7.050000000000001,8.3,-2.500000000000001,4,2,0,0.0,1,1.0,3.5250000000000004,1,0
24448,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,23.9,1,0,0,0,0.0,0.0,2.0,23.9,1,645,0.0,0,0,0.0,0,1.0,23.9,23.9,0.0,6,2,0,0.0,0,0.0,0.0,0,0
24449,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,6.8,1,0,0,0,0.0,0.0,2.0,6.8,1,588,0.0,0,0,0.0,0,1.0,6.8,6.8,0.0,8,3,0,0.0,0,0.0,0.0,0,0
24450,1,0,1,0,0,0,0,1,1,0,0,1.0,0.0,0,0,0,0,1,3,5.6,1,0,0,1,1.0,1.0,3.0,5.6,1,520,0.0,0,0,0.0,0,1.0,5.6,5.6,0.0,10,4,1,1.0,1,1.0,5.6,0,0
24451,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,9.3,1,0,0,0,0.0,0.0,1.0,9.3,1,594,0.0,0,0,0.0,0,1.0,9.3,9.3,0.0,8,3,0,0.0,0,0.0,0.0,0,0
24452,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,1,2,48.1,1,0,0,1,1.0,0.0,2.0,48.1,1,636,0.0,0,0,0.0,0,1.0,48.1,48.1,0.0,6,2,0,0.0,0,1.0,48.1,0,0
24453,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,8.1,1,0,0,0,0.0,0.0,2.0,8.1,1,543,0.0,0,0,0.0,0,1.0,8.1,8.1,0.0,9,3,0,0.0,0,0.0,0.0,0,0
24454,3,2,1,0,0,0,0,3,0,2,1,0.0,0.6666666666666666,1,1,0,1,0,3,4.2,1,0,3,0,0.0,2.2,2.9999999999999996,10.127272727272727,39,744,19.0,17,21,2.0,-4,0.5384615384615384,12.800000000000002,29.3,-25.1,3,1,0,0.0,0,0.0,0.0,1,1
24455,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,14.4,1,0,0,0,0.0,0.0,1.0,14.4,1,546,0.0,0,0,0.0,0,1.0,14.4,14.4,0.0,9,3,0,0.0,0,0.0,0.0,0,0
24456,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,8.0,1,0,0,0,0.0,1.0,3.0,8.0,1,529,0.0,0,0,0.0,0,1.0,8.0,8.0,0.0,10,4,1,1.0,0,0.0,0.0,0,0
24457,6,1,3,0,0,0,2,4,4,1,1,0.6666666666666666,0.16666666666666666,3,1,0,0,1,3,57.7,0,0,2,1,1.8,2.0,2.7142857142857144,40.210714285714275,24,542,4.6,1,12,3.8262252939417984,1,1.75,33.166666666666664,57.7,28.1,9,3,0,0.0,16,4.0,22.111111111111107,1,0
24458,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,6.0,1,0,0,0,0.0,0.0,2.0,6.0,1,788,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,1,1,0,0.0,0,0.0,0.0,0,0
24459,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,7.4,1,0,0,0,0.0,1.0,3.0,7.4,1,703,0.0,0,0,0.0,0,1.0,7.4,7.4,0.0,4,2,0,0.0,0,0.0,0.0,1,0
24460,4,1,0,3,0,0,0,1,2,2,0,0.5,0.5,2,1,0,1,0,2,4.7,0,1,2,0,1.0,0.3,2.12,20.444,32,531,10.333333333333334,6,18,5.436502143433364,-11,0.875,18.35,62.8,2.2,10,4,1,0.25,2,2.0,9.175,0,0
24461,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,7.8,1,0,0,0,0.0,1.0,3.0,7.8,1,558,0.0,0,0,0.0,0,1.0,7.8,7.8,0.0,9,3,0,0.0,0,0.0,0.0,0,0
24462,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,8.3,1,0,0,0,0.0,1.0,3.0,8.3,1,705,0.0,0,0,0.0,0,1.0,8.3,8.3,0.0,4,2,0,0.0,0,0.0,0.0,1,0
24463,2,0,1,0,1,0,0,1,0,2,0,0.0,1.0,0,0,0,1,0,3,6.0,1,0,1,0,0.0,1.0,2.1764705882352944,6.370588235294118,19,632,18.0,18,18,0.0,0,0.7368421052631579,6.45,6.9,-0.9000000000000004,6,2,0,0.0,0,0.0,0.0,1,1
24464,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,6.0,1,0,0,0,0.0,0.0,2.0,6.0,1,549,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,9,3,0,0.0,0,0.0,0.0,0,0
24465,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.9,1,0,0,0,0.0,0.0,1.0,6.9,1,765,0.0,0,0,0.0,0,1.0,6.9,6.9,0.0,2,1,0,0.0,0,0.0,0.0,0,0
24466,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,7.4,1,0,0,0,0.0,0.0,2.0,7.4,1,515,0.0,0,0,0.0,0,1.0,7.4,7.4,0.0,10,4,1,1.0,0,0.0,0.0,0,0
24467,1,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,7.9,1,0,0,0,0.0,0.0,1.0,7.9,1,548,0.0,0,0,0.0,0,1.0,7.9,7.9,0.0,9,3,0,0.0,0,0.0,0.0,0,0
24468,1,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0,0,0,0,1,1,11.2,1,0,0,1,1.0,0.0,1.0,11.2,1,629,0.0,0,0,0.0,0,1.0,11.2,11.2,0.0,6,2,0,0.0,0,1.0,11.2,1,1
24469,4,2,0,0,0,2,0,2,3,0,1,0.75,0.0,2,1,0,0,1,3,4.6,0,0,3,1,1.8,1.7,2.36,27.195999999999998,27,754,8.666666666666666,6,11,2.0548046676563256,3,1.037037037037037,33.224999999999994,46.3,-38.3,2,1,0,0.0,6,3.0,24.918749999999996,1,0
24470,1,1,0,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,5.8,1,0,0,0,0.0,1.0,3.0,5.8,1,574,0.0,0,0,0.0,0,1.0,5.8,5.8,0.0,8,3,0,0.0,0,0.0,0.0,0,0
24471,4,2,0,1,1,0,0,2,1,1,2,0.25,0.25,1,1,0,1,0,1,5.9,0,0,3,0,0.5,1.2,2.0799999999999996,26.916000000000004,25,707,8.0,1,12,4.96655480858378,11,1.1199999999999999,30.65,53.7,-18.0,4,2,0,0.0,2,1.0,7.6625,1,0
24472,2,1,0,1,0,0,0,1,0,2,0,0.0,1.0,0,0,0,1,0,2,10.4,1,0,3,0,0.0,0.7,2.411764705882353,7.970588235294119,3,522,2.0,2,2,0.0,0,2.0,7.45,10.4,5.9,10,4,1,1.0,0,0.0,0.0,0,0
24473,3,0,0,2,1,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,1,1,0,0,1,1,26.7,1,0,2,1,1.0,0.0,1.5454545454545452,21.690909090909088,18,627,8.5,2,15,6.5,-13,1.1666666666666665,22.03333333333333,32.8,-6.099999999999998,6,2,0,0.0,0,1.0,7.344444444444443,0,0
24474,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,1.0,1,0,0,0,0.0,0.0,2.0,1.0,1,782,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,1,1,0,0.0,0,0.0,0.0,0,0
24475,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,1,2,5.8,1,0,0,1,1.0,0.0,2.0,5.8,1,533,0.0,0,0,0.0,0,1.0,5.8,5.8,0.0,10,4,1,1.0,0,1.0,5.8,0,0
24476,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,2.1,1,0,0,0,0.0,0.0,1.0,2.1,1,499,0.0,0,0,0.0,0,1.0,2.1,2.1,0.0,11,4,1,1.0,0,0.0,0.0,0,0
24477,5,0,0,1,2,1,1,0,0,4,1,0.0,0.8,1,1,0,1,0,2,4.2,1,0,1,0,0.0,0.0,1.4444444444444444,6.351851851851852,49,546,12.0,9,16,2.7386127875258306,-3,0.7142857142857143,7.260000000000001,9.6,-3.8,9,3,0,0.0,0,0.0,0.0,0,0
24478,1,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,27.5,1,0,0,0,0.0,0.0,1.0,27.5,1,632,0.0,0,0,0.0,0,1.0,27.5,27.5,0.0,6,2,0,0.0,0,0.0,0.0,1,1
24479,2,1,0,0,0,1,0,1,1,1,0,0.5,0.5,0,0,0,1,0,3,6.0,0,1,1,0,0.7,1.0,2.1764705882352944,15.923529411764706,3,796,2.0,2,2,0.0,0,2.0,18.05,30.1,-24.1,1,1,0,0.0,1,1.0,9.025,0,0
24480,4,1,1,0,2,0,0,2,2,1,1,0.5,0.25,1,1,0,0,1,1,33.2,1,0,3,1,1.5,1.0,1.8,19.904000000000003,19,588,6.0,5,8,1.4142135623730951,-3,1.4736842105263157,18.9,33.2,5.5000000000000036,8,3,0,0.0,4,2.0,9.45,0,0
24481,7,2,3,1,0,1,0,5,6,0,1,0.8571428571428571,0.0,3,1,1,0,0,3,29.3,0,1,1,0,1.9000000000000001,1.7000000000000002,2.344827586206896,32.734482758620686,35,752,5.666666666666667,1,17,5.70574758954123,16,1.4,34.65714285714286,62.4,2.1000000000000014,2,1,0,0.0,30,6.0,29.706122448979592,1,0
24482,1,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0,0,0,0,1,2,8.7,1,0,0,1,1.0,0.0,2.0,8.7,1,739,0.0,0,0,0.0,0,1.0,8.7,8.7,0.0,3,1,0,0.0,0,1.0,8.7,0,0
24483,9,4,3,0,1,0,1,7,5,2,2,0.5555555555555556,0.2222222222222222,5,1,1,0,1,3,34.2,0,1,3,3,2.35,2.6500000000000004,2.8360655737704916,26.00327868852459,41,697,5.0,1,14,4.47213595499958,7,1.5365853658536586,28.11111111111111,68.0,-6.799999999999997,4,2,0,0.0,35,5.0,15.617283950617285,1,0
24484,1,1,0,0,0,0,0,1,1,0,0,1.0,0.0,0,0,0,0,1,3,41.1,1,0,0,1,1.0,1.0,3.0,41.1,1,571,0.0,0,0,0.0,0,1.0,41.1,41.1,0.0,8,3,0,0.0,1,1.0,41.1,1,0
24485,3,0,0,0,1,2,0,0,0,3,0,0.0,1.0,1,1,0,1,0,1,9.1,1,0,1,0,0.0,0.0,1.0,8.318181818181817,17,728,8.0,7,9,1.0,-2,1.2352941176470589,8.366666666666667,10.0,-0.9000000000000004,3,1,0,0.0,0,0.0,0.0,0,0
24486,3,2,0,1,0,0,0,2,0,3,0,0.0,1.0,1,1,0,1,0,3,4.8,1,0,2,0,0.0,1.5,2.6818181818181817,5.931818181818182,11,634,5.0,5,5,0.0,0,1.9090909090909092,6.1000000000000005,7.5,-1.2000000000000002,6,2,0,0.0,0,0.0,0.0,0,0
24487,3,1,1,0,1,0,0,2,2,0,1,0.6666666666666666,0.0,0,0,0,0,1,1,64.5,0,0,3,1,1.5,1.2,2.0909090909090904,38.46818181818181,39,492,19.0,16,22,3.0,-6,0.5384615384615384,31.733333333333334,64.5,57.7,11,4,1,1.0,4,2.0,21.155555555555555,1,0
24488,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,5.6,1,0,0,0,0.0,0.0,1.0,5.6,1,673,0.0,0,0,0.0,0,1.0,5.6,5.6,0.0,5,2,0,0.0,0,0.0,0.0,1,1
24489,10,4,4,1,1,0,0,8,5,1,4,0.5,0.1,6,1,1,0,1,3,38.2,1,0,3,1,1.6500000000000001,2.8,2.8709677419354844,30.299999999999997,39,479,4.222222222222222,1,15,4.184037863058385,5,1.794871794871795,33.37,45.0,-5.899999999999999,11,4,1,1.0,40,5.0,16.685,1,0
24490,2,0,0,2,0,0,0,0,2,0,0,1.0,0.0,1,1,0,0,1,2,63.4,0,1,2,2,1.7,0.0,2.0,65.29411764705883,12,578,11.0,11,11,0.0,0,1.1666666666666667,65.7,68.0,-4.600000000000001,8,3,0,0.0,0,2.0,65.7,1,0
24491,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,1.0,1,0,0,0,0.0,0.0,1.0,1.0,1,737,0.0,0,0,0.0,0,1.0,1.0,1.0,0.0,3,1,0,0.0,0,0.0,0.0,0,0
24492,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,16.4,1,0,0,0,0.0,1.0,3.0,16.4,1,653,0.0,0,0,0.0,0,1.0,16.4,16.4,0.0,6,2,0,0.0,0,0.0,0.0,0,0
24493,4,1,1,0,1,0,1,2,1,1,2,0.25,0.25,0,0,0,0,0,3,30.0,1,0,3,0,0.3,1.7,2.5599999999999996,18.736,21,755,6.666666666666667,6,8,0.9428090415820634,-2,1.3333333333333333,16.0,30.0,23.9,2,1,0,0.0,2,1.0,4.0,0,0
24494,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,25.7,1,0,0,0,0.0,1.0,3.0,25.7,1,752,0.0,0,0,0.0,0,1.0,25.7,25.7,0.0,2,1,0,0.0,0,0.0,0.0,0,0
24495,1,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,18.7,1,0,0,0,0.0,1.0,3.0,18.7,1,616,0.0,0,0,0.0,0,1.0,18.7,18.7,0.0,7,3,0,0.0,0,0.0,0.0,0,0
24496,1,0,1,0,0,0,0,1,0,1,0,0.0,1.0,0,0,0,1,0,3,10.6,1,0,0,0,0.0,1.0,3.0,10.6,1,594,0.0,0,0,0.0,0,1.0,10.6,10.6,0.0,8,3,0,0.0,0,0.0,0.0,0,0
24497,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,7.3,1,0,0,0,0.0,0.0,1.0,7.3,1,635,0.0,0,0,0.0,0,1.0,7.3,7.3,0.0,6,2,0,0.0,0,0.0,0.0,0,0
24498,2,0,0,1,1,0,0,0,1,1,0,0.5,0.5,0,0,0,1,0,2,7.0,0,1,1,0,0.7,0.0,1.5882352941176472,21.205882352941174,11,702,10.0,10,10,0.0,0,1.2727272727272727,24.25,41.5,-34.5,4,2,0,0.0,0,1.0,12.125,0,0
24499,5,2,3,0,0,0,0,5,3,0,2,0.6,0.0,3,1,0,0,1,3,60.5,0,0,3,1,1.7,2.7,2.9999999999999996,37.951851851851856,22,550,5.25,2,9,2.8613807855648994,6,1.590909090909091,34.62,60.5,19.200000000000003,9,3,0,0.0,15,3.0,20.772,1,0
24500,1,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,1,6.0,1,0,0,0,0.0,0.0,1.0,6.0,1,794,0.0,0,0,0.0,0,1.0,6.0,6.0,0.0,1,1,0,0.0,0,0.0,0.0,0,0
24501,1,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0,0,0,0,1,1,4.8,1,0,0,1,1.0,0.0,1.0,4.8,1,695,0.0,0,0,0.0,0,1.0,4.8,4.8,0.0,4,2,0,0.0,0,1.0,4.8,0,0
24502,3,1,0,1,1,0,0,1,1,1,1,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,35.0,1,0,3,0,0.5,0.7,1.8636363636363633,18.013636363636362,15,737,7.0,5,9,2.0,-4,1.4000000000000001,13.966666666666667,35.0,34.0,3,1,0,0.0,1,1.0,4.655555555555555,0,0
24503,1,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0,0,0,1,0,2,1.7,1,0,0,0,0.0,0.0,2.0,1.7,1,699,0.0,0,0,0.0,0,1.0,1.7,1.7,0.0,4,2,0,0.0,0,0.0,0.0,0,0
24504,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0,0,0,1,0,2,5.8,1,0,0,0,0.0,0.0,2.0,5.8,1,707,0.0,0,0,0.0,0,1.0,5.8,5.8,0.0,4,2,0,0.0,0,0.0,0.0,0,0
